rank,test_id
1,T0131
2,T0085
3,T0134
4,T0142
5,T0146
6,T0129
7,T0145
8,T0118
9,T0005
10,T0104
11,T0144
12,T0124
13,T0039
14,T0135
15,T0095
16,T0048
17,T0158
18,T0036
19,T0086
20,T0096
21,T0061
22,T0084
23,T0035
24,T0057
25,T0091
26,T0072
27,T0117
28,T0013
29,T0076
30,T0051
31,T0070
32,T0107
33,T0050
34,T0137
35,T0006
36,T0029
37,T0092
38,T0007
39,T0054
40,T0045
41,T0033
42,T0008
43,T0021
44,T0060
45,T0087
46,T0037
47,T0066
48,T0038
49,T0047
50,T0150
51,T0098
52,T0020
53,T0159
54,T0122
55,T0125
56,T0101
57,T0018
58,T0074
59,T0111
60,T0069
61,T0028
62,T0026
63,T0090
64,T0030
65,T0099
66,T0025
67,T0143
68,T0043
69,T0059
70,T0140
71,T0078
72,T0103
73,T0126
74,T0016
75,T0147
76,T0063
77,T0073
78,T0139
79,T0121
80,T0106
81,T0120
82,T0015
83,T0132
84,T0053
85,T0153
86,T0042
87,T0109
88,T0152
89,T0062
90,T0077
91,T0088
92,T0094
93,T0136
94,T0093
95,T0079
96,T0068
97,T0004
98,T0138
99,T0022
100,T0065
101,T0027
102,T0032
103,T0115
104,T0154
105,T0114
106,T0067
107,T0100
108,T0148
109,T0071
110,T0113
111,T0058
112,T0127
113,T0133
114,T0151
115,T0083
116,T0156
117,T0102
118,T0123
119,T0097
120,T0089
121,T0024
122,T0130
123,T0064
124,T0046
125,T0105
126,T0044
127,T0110
128,T0149
129,T0002
130,T0017
131,T0049
132,T0116
133,T0080
134,T0011
135,T0055
136,T0119
137,T0003
138,T0040
139,T0075
140,T0023
141,T0160
142,T0155
143,T0141
144,T0082
145,T0112
146,T0014
147,T0009
148,T0128
149,T0001
150,T0010
151,T0052
152,T0031
153,T0034
154,T0081
155,T0019
156,T0157
157,T0041
158,T0056
159,T0012
160,T0108
