rank,test_id
1,T0070
2,T0049
3,T0029
4,T0147
5,T0017
6,T0112
7,T0139
8,T0105
9,T0094
10,T0117
11,T0060
12,T0055
13,T0075
14,T0019
15,T0149
16,T0014
17,T0062
18,T0132
19,T0074
20,T0089
21,T0036
22,T0108
23,T0144
24,T0054
25,T0022
26,T0127
27,T0100
28,T0131
29,T0106
30,T0032
31,T0123
32,T0035
33,T0041
34,T0154
35,T0158
36,T0073
37,T0137
38,T0128
39,T0012
40,T0039
41,T0143
42,T0037
43,T0113
44,T0018
45,T0107
46,T0026
47,T0052
48,T0050
49,T0056
50,T0006
51,T0129
52,T0103
53,T0083
54,T0122
55,T0057
56,T0121
57,T0145
58,T0102
59,T0081
60,T0031
61,T0038
62,T0101
63,T0134
64,T0007
65,T0130
66,T0124
67,T0008
68,T0109
69,T0082
70,T0040
71,T0063
72,T0110
73,T0059
74,T0090
75,T0053
76,T0005
77,T0010
78,T0104
79,T0116
80,T0067
81,T0114
82,T0004
83,T0156
84,T0135
85,T0087
86,T0133
87,T0084
88,T0071
89,T0030
90,T0079
91,T0125
92,T0155
93,T0044
94,T0092
95,T0120
96,T0068
97,T0146
98,T0021
99,T0097
100,T0034
101,T0160
102,T0098
103,T0001
104,T0023
105,T0078
106,T0024
107,T0088
108,T0118
109,T0003
110,T0099
111,T0015
112,T0016
113,T0153
114,T0136
115,T0142
116,T0042
117,T0151
118,T0126
119,T0051
120,T0043
121,T0027
122,T0047
123,T0072
124,T0096
125,T0141
126,T0076
127,T0033
128,T0046
129,T0058
130,T0095
131,T0115
132,T0061
133,T0069
134,T0020
135,T0077
136,T0111
137,T0093
138,T0011
139,T0065
140,T0086
141,T0150
142,T0085
143,T0091
144,T0002
145,T0009
146,T0138
147,T0066
148,T0140
149,T0028
150,T0159
151,T0048
152,T0148
153,T0045
154,T0013
155,T0119
156,T0080
157,T0152
158,T0025
159,T0157
160,T0064
