name;suspiciousness_value
com.fasterxml.jackson.dataformat.xml$XmlMapper:49;0.3892494720807615
com.fasterxml.jackson.dataformat.xml$XmlAnnotationIntrospector$Pair:71;0.3872983346207417
com.fasterxml.jackson.dataformat.xml$JacksonXmlModule:50;0.3713906763541037
com.fasterxml.jackson.dataformat.xml.util$DefaultXmlPrettyPrinter:106;0.3713906763541037
com.fasterxml.jackson.dataformat.xml.util$DefaultXmlPrettyPrinter$FixedSpaceIndenter:457;0.3713906763541037
com.fasterxml.jackson.dataformat.xml.util$DefaultXmlPrettyPrinter$Lf2SpacesIndenter:500;0.3713906763541037
com.fasterxml.jackson.dataformat.xml.ser$XmlSerializerProvider:41;0.3713906763541037
com.fasterxml.jackson.dataformat.xml.util$XmlRootNameLookup:30;0.3713906763541037
com.fasterxml.jackson.dataformat.xml.ser$XmlBeanSerializerModifier:24;0.3713906763541037
com.fasterxml.jackson.dataformat.xml.deser$XmlBeanDeserializerModifier:27;0.3713906763541037
com.fasterxml.jackson.dataformat.xml$XmlFactory:84;0.35805743701971643
com.fasterxml.jackson.dataformat.xml.ser$ToXmlGenerator$Feature:80;0.35805743701971643
com.fasterxml.jackson.dataformat.xml.ser$ToXmlGenerator:175;0.30641293851417056
com.fasterxml.jackson.dataformat.xml.util$XmlInfo:15;0.2767350329846452
com.fasterxml.jackson.dataformat.xml.ser$XmlBeanSerializerBase:63;0.275
com.fasterxml.jackson.dataformat.xml.ser$XmlBeanSerializer:31;0.275
com.fasterxml.jackson.dataformat.xml$XmlTypeResolverBuilder$XmlClassNameIdResolver:120;0.27386127875258304
com.fasterxml.jackson.dataformat.xml$XmlTypeResolverBuilder:21;0.26967994498529685
com.fasterxml.jackson.dataformat.xml$XmlTypeResolverBuilder$1:53;0.26967994498529685
com.fasterxml.jackson.dataformat.xml.deser$WrapperHandlingDeserializer:38;0.23394386020951638
com.fasterxml.jackson.dataformat.xml.deser$FromXmlParser:166;0.23312620206007845
com.fasterxml.jackson.dataformat.xml.deser$XmlReadContext:58;0.23312620206007845
com.fasterxml.jackson.dataformat.xml.deser$FromXmlParser$1:452;0.23312620206007845
com.fasterxml.jackson.dataformat.xml.deser$XmlTokenStream:101;0.22821773229381923
com.fasterxml.jackson.dataformat.xml.ser$XmlBeanPropertyWriter:43;0.05270462766947299
com.fasterxml.jackson.dataformat.xml$PackageVersion:12;0.0
com.fasterxml.jackson.dataformat.xml.deser$FromXmlParser$Feature:57;0.0
com.fasterxml.jackson.dataformat.xml$JacksonXmlAnnotationIntrospector:31;0.0
com.fasterxml.jackson.dataformat.xml.util$StaxUtil:7;0.0
com.fasterxml.jackson.dataformat.xml.util$TypeUtil:8;0.0
com.fasterxml.jackson.dataformat.xml.util$AnnotationUtil:8;0.0
com.fasterxml.jackson.dataformat.xml.deser$XmlTextDeserializer:46;0.0
com.fasterxml.jackson.dataformat.xml.deser$ElementWrapper:19;0.0
com.fasterxml.jackson.dataformat.xml.ser$UnwrappingXmlBeanSerializer:42;0.0
com.fasterxml.jackson.dataformat.xml.jaxb$XmlJaxbAnnotationIntrospector:30;0.0
